sample_id,smiles,logBB,bbb_class,has_logbb,outer_fold,outer_stratum,ATSC0c,TopoPSA(NO),nO,ATSC1c,nHBAcc,DPSA4,TopoPSA,SMR_VSA1,PEOE_VSA1,SlogP_VSA2,PNSA3,DPSA3,TPSA
1680,Cc1csc2ccc3[nH]c4c(c3c12)CN(C)CC4,,0,False,3,unlabeled_class_0,0.3095449291974246,19.03,0.0,-0.1003528863832397,2.0,12.604673731998997,47.27,0.0,9.883888251797686,23.476316640387452,-14.48756641631538,29.111802645046296,15.702149600792676
1681,Cc1nc2c(C)cccn2c(=O)c1CCN1CCC(c2noc3cc(F)ccc23)CC1,,0,False,3,unlabeled_class_0,0.6782566379020195,63.64,2.0,-0.2816834216701478,5.0,24.0305332573554,63.64,8.913509984648169,9.423004667823824,39.07551533292265,-32.4979946039998,53.92741911277223,111.224785540745
1682,Cc1nc2ccccc2c(=O)n1-c1ccccc1Cl,,0,False,0,unlabeled_class_0,0.3614838028385984,34.89,1.0,-0.2324166381244365,2.0,18.92511776248004,34.89,0.0,0.0,9.551078168738565,-21.79535464721736,35.40793497152527,47.122551062564305
1683,Cc1nc2n(c(=O)c1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCS2,,0,False,4,unlabeled_class_0,0.6338139841161521,55.2,2.0,-0.3405481635945586,5.0,24.082445187843582,80.5,9.184952231746642,4.899909730850477,45.62135567043849,-37.93020024227044,58.06773399958144,132.83137834715103
1684,Cc1nc2n(n1)C(N1CCN(C)CC1)=Nc1ccccc1C2,,0,False,0,unlabeled_class_0,0.5139839367455352,49.55,0.0,-0.2848431054266973,5.0,20.68248978897835,49.55,0.0,9.799819461700954,63.7505349011657,-13.094647142300838,32.487079234784346,38.81775112862071
1685,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,,0,False,0,unlabeled_class_0,1.3389644813729975,106.70000000000002,4.0,-0.6617292723948514,8.0,30.340976509198875,157.30000000000004,20.426109579362823,20.426109579362823,30.39406662125724,-55.25761399248175,75.40153274112203,149.85085305732372
1686,Cc1ncc([N+](=O)[O-])n1C[C@H](O)CCl,,0,False,4,unlabeled_class_0,0.7869287812555708,81.19,3.0,-0.2152331003514169,4.0,25.890890830801652,81.19,10.029838443658376,15.22084566360628,31.56488644511558,-46.449774371635655,61.8179311643433,132.0991360297807
1687,Cc1nccc2c1[nH]c1ccccc12,,0,False,3,unlabeled_class_0,0.274047751871207,28.68,0.0,-0.1274979998752323,1.0,13.477583775495717,28.68,0.0,4.983978520947208,9.967957041894415,-11.853554441145713,26.00258882492594,26.612362538673143
1688,Cc1nccn1[C@@H](C)c1ccccc1,,0,False,0,unlabeled_class_0,0.2455011935771721,17.82,0.0,-0.0964437799308736,1.0,13.050174699975294,17.82,0.0,4.567099647791355,9.551078168738565,-10.5228091794582,24.48041297202917,24.986526885185075
1689,Cc1nccnc1N1CCCCC1,,0,False,4,unlabeled_class_0,0.3182019073012391,29.020000000000003,0.0,-0.1271168317386026,3.0,13.109237897596934,29.020000000000003,0.0,4.899909730850477,23.057469853719567,-8.76901984478998,22.52970802406069,31.63961751985336
1690,Cc1ncsc1CCCl,,0,False,1,unlabeled_class_0,0.1233818125247377,12.89,0.0,-0.0417037034189055,2.0,9.746455178720783,41.129999999999995,0.0,0.0,10.863981965917546,-18.81658661165796,27.109738730275943,22.248277363520955
1691,Cc1nn(C)c2c1C(c1cccc(Cl)c1)=NCCN2,,0,False,1,unlabeled_class_0,0.4293000923504069,42.21,0.0,-0.1507320425798033,3.0,19.10805707052714,42.21,0.0,5.316788604006331,28.581682558042075,-17.39720536554095,34.35873377370838,18.82546546144081
1692,Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C,,0,False,1,unlabeled_class_0,0.5575844355358299,50.49,1.0,-0.2173930348679524,3.0,22.44019680360534,50.49,9.184952231746642,0.0,34.99177786415819,-26.55114642243162,43.3385809092553,84.61751272632014
1693,Cc1nn(C)c2c1N(c1ccccc1)C(=O)CC(=O)N2C,,0,False,4,unlabeled_class_0,0.6364504823127346,58.440000000000005,2.0,-0.2982219429668595,3.0,23.6533579051479,58.440000000000005,9.589074368143644,0.0,28.642516184826423,-27.73635094171828,44.513716419502224,84.08411380406136
1694,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@H](N)c4ccc(O)cc4)[C@H]3SC2)s1,,1,False,1,unlabeled_class_1,1.705323711739419,158.73999999999998,5.0,-1.124376040425226,10.0,50.65726785328374,237.58,24.59666634189688,21.263510870849927,66.0154137393991,-83.02682635195471,115.39632987371154,232.68198319196932
1695,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)[C@H]3SC2)s1,,1,False,4,unlabeled_class_1,1.4934153992129344,134.49,5.0,-0.8666159569795808,9.0,50.280820933577374,213.33000000000004,19.490138947056177,14.990415646638391,65.47598599234975,-76.6401424833067,101.10490169795396,210.8812451218129
1696,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@H](O)c4ccccc4)[C@H]3SC2)s1,,1,False,2,unlabeled_class_1,1.4407589617021614,132.72000000000003,5.0,-0.9270271321694332,9.0,46.40595237542574,211.5600000000001,24.59666634189688,15.529843393687743,66.0154137393991,-69.36120620709032,96.5616338038767,193.51513892681635
1697,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,,0,False,0,unlabeled_class_0,0.3308914273355304,43.07,0.0,-0.1832017011743602,4.0,20.998036906049947,71.31,0.0,0.0,20.47614826716413,-25.24818545665425,37.9751973367384,13.755425331484592
1698,Cc1oc(=O)oc1COC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,,1,False,4,unlabeled_class_1,1.877731821282008,145.07999999999998,7.0,-1.324953861389211,9.0,45.58911596113937,170.38,27.954776380122205,29.521530639925736,44.88815140198756,-66.15077337589072,93.10864315297668,222.47307992905135
1699,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,,1,False,3,unlabeled_class_1,1.3207233436685255,112.74,5.0,-0.7484414963733799,6.0,37.77321090807917,138.04,24.01323388402952,19.846320666670863,55.1513420539537,-60.4521983832097,80.92599863088977,174.0544385143993
1700,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,,1,False,4,unlabeled_class_1,1.3725883184356074,112.74,5.0,-0.7640067911110231,6.0,39.37150339409452,138.04,28.40364893170434,19.846320666670863,55.1513420539537,-63.53367520232962,85.55602581974553,215.7556318760524
1701,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,,1,False,2,unlabeled_class_1,1.3163005135868924,112.74,5.0,-0.7451034088822436,6.0,36.57387535986571,138.04000000000002,24.01323388402952,19.846320666670863,55.151342053953705,-55.43875028140788,79.05260694397,176.36924215264904
1702,Clc1ccc([C@@H](OCCN2CCOCC2)c2ccccc2)cc1,,0,False,4,unlabeled_class_0,0.4999876577300504,21.700000000000003,2.0,-0.1063749412331186,3.0,21.283866743139665,21.700000000000003,9.473725907600098,9.473725907600098,44.35482484212695,-22.489672302489794,43.5123626498031,28.981575955980254
1703,Clc1ccc(N2CCN(C/C=C/c3ccccc3)CC2)nn1,,0,False,1,unlabeled_class_0,0.3856226178238442,32.260000000000005,0.0,-0.1215722074089717,4.0,20.060627405360425,32.260000000000005,0.0,4.899909730850477,47.821055377015426,-17.88741807091121,36.60733084300236,7.829682226008336
1704,Clc1ccc(OCC2=NCCN2)cc1Cl,,0,False,0,unlabeled_class_0,0.5878239872847786,33.62,1.0,-0.2627913595822079,3.0,23.124122338660623,33.62,4.736862953800049,10.05365155780638,25.532014562095338,-24.0698558594016,40.29175968000169,39.40682138341869
1705,Clc1ccc([C@@H]2[C@H]3CC[C@H](C3)[C@@]23CCC(N2CCOCC2)=N3)cc1,,0,False,0,unlabeled_class_0,0.4485094632009194,24.83,1.0,-0.1452456128759039,3.0,16.396758943147482,24.83,4.736862953800049,9.636772684650529,42.577731509842074,-18.141449352658015,34.615734144576535,27.266525954118833
1706,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,,0,False,4,unlabeled_class_0,0.3339312748708647,43.07,0.0,-0.1388762477536336,3.0,19.86961202667805,43.07,0.0,0.0,20.47614826716413,-22.841149390818803,40.13634175167898,11.787308487788508
1707,Clc1cccc(Cl)c1NC1=NCCO1,,0,False,2,unlabeled_class_0,0.5579948423368164,33.62,1.0,-0.4125644182401508,3.0,23.212884716032868,33.62,4.736862953800049,10.05365155780638,19.17331849776967,-26.04479021415155,40.83258473691967,43.33413447176498
1708,Clc1cnn(CCCCN2CCN(c3ncccn3)CC2)c1,,0,False,1,unlabeled_class_0,0.5517791383000108,50.080000000000005,0.0,-0.183030518840598,5.0,23.056859657241624,50.080000000000005,0.0,4.899909730850477,57.37213354575398,-17.25783970058094,41.57852698406204,36.39850969196284
1709,Cn1c(=O)c2c(ncn2CCN2CCC(c3c[nH]c4ccccc34)CC2)n(C)c1=O,,0,False,2,unlabeled_class_0,1.016147837992385,80.85,2.0,-0.6195467211003532,4.0,30.217124739865604,80.85,0.0,14.45098789958904,48.20343493385669,-27.576614857817205,59.281845347505914,107.87174846066532
1710,Cn1cc(CCN2CCN(c3ccccc3Cl)CC2)cn1,,0,False,4,unlabeled_class_0,0.4267410561030476,24.3,0.0,-0.0191504348075402,3.0,18.528687770490276,24.3,0.0,4.899909730850477,47.404176503859574,-12.990014475876045,32.95239454583081,3.1233158606481344
1711,Cn1nc(-c2cccc(F)c2)n(C)c1=S,,0,False,2,unlabeled_class_0,0.3362943991468151,22.75,0.0,-0.1913126108925324,2.0,17.847184412342777,54.84,4.39041504767482,4.567099647791355,14.347584391237575,-17.27009952715917,30.670856951852063,49.61279667215067
1712,Cn1nc(-c2cccnc2)nc1-c1ccccc1CO,,0,False,4,unlabeled_class_0,0.5331353988136174,63.830000000000005,1.0,-0.2157828652638294,4.0,22.674987306502725,63.830000000000005,5.106527394840706,5.106527394840706,24.854969180181342,-26.52104639491399,49.28549153742752,84.97964445564887
1713,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSC(F)(F)F)[C@H]2SC1,,1,False,0,unlabeled_class_1,1.4821429578826983,130.31,4.0,-1.0389854971390209,9.0,45.22576768619646,206.21000000000004,32.66138409008063,10.423315998847038,82.17996177072332,-62.14099559509594,83.70256123705147,162.36085887804228
1714,FC(F)(Cl)C(F)(F)Cl,,0,False,2,unlabeled_class_0,0.4492433412812387,0.0,0.0,-0.1586566765524051,0.0,25.83726357356121,0.0,17.56166019069928,0.0,10.763421980277812,-29.563467466990915,29.563467466990915,0.0
1715,FC(F)(F)CCl,,0,False,4,unlabeled_class_0,0.2810720991992842,0.0,0.0,-0.158330314737776,0.0,17.919220763359828,0.0,13.17124514302446,0.0,12.056301962413814,-28.13657433762441,30.70471424789037,0.0472468003145507
1716,FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3C[C@H]3CCC[C@@H]43)CC2)c1,,0,False,4,unlabeled_class_0,0.7306107952220441,37.19,0.0,-0.3382241698753451,4.0,23.60258544032868,37.19,13.17124514302446,9.467009378641832,52.38815502480678,-29.880746932715116,46.51214068382316,1.951185920846633
1717,FCC(F)(F)F,,0,False,0,unlabeled_class_0,0.360794083906824,0.0,0.0,-0.1509108063189837,0.0,19.96406128980316,0.0,17.56166019069928,0.0,12.850889489718384,-31.44400312153425,35.49719732987952,44.26894806003648
1718,Fc1ccc(-c2ccc(CN3CCN(c4cccc5ccoc45)CC3)[nH]2)cc1,,0,False,3,unlabeled_class_0,0.7862572680325305,35.410000000000004,1.0,-0.2890179326750621,3.0,26.66399930997744,35.410000000000004,8.807565984728168,14.301039188851032,36.06291387544799,-21.86680063973472,49.24808133665098,61.48247363868735
1719,Fc1ccc2[nH]c3c(c2c1)CN(CCCc1cccnc1)CC3,,0,False,2,unlabeled_class_0,0.4410464041425254,31.92,0.0,-0.1422995491884904,2.0,18.178468154025538,31.92,4.39041504767482,4.983978520947208,27.957379584570045,-23.209766052836372,44.583732711980915,84.06399777823754
1720,Fc1ccc2[nH]c3c(c2c1)CN(CCc1ccncc1)CC3,,0,False,2,unlabeled_class_0,0.437211588557198,31.92,0.0,-0.1406517065818812,2.0,17.927532447941758,31.92,4.39041504767482,4.983978520947208,27.957379584570045,-22.960061427191036,44.02354498767264,84.73825927457251
1721,Fc1cccc(Br)c1NC1=NCCN1,,0,False,4,unlabeled_class_0,0.4969970254110899,36.42,0.0,-0.3639069214220754,3.0,22.01108479306351,36.42,4.39041504767482,10.633577208012662,19.049067380568985,-20.494099221610853,37.28991711412068,64.6810345765253
1722,Fc1ccccc1C1=NCCN(CC(F)(F)F)c2ccc(Cl)cc21,,0,False,3,unlabeled_class_0,0.616737835786813,15.6,0.0,-0.2836108546843712,2.0,24.262740271839096,15.6,17.56166019069928,4.899909730850477,31.522252737951906,-35.06976059849744,48.77604293682805,46.26623968001629
1723,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,,0,False,4,unlabeled_class_0,0.6712240911129057,73.36000000000001,1.0,-0.2987917598311768,4.0,24.200098188890493,73.36000000000001,4.794537184071822,10.633577208012662,53.96970647299867,-30.96702812710969,56.05242021891989,43.9477819122833
1724,N#CCCN1C(=O)[C@H](O)N=C(c2ccccc2F)c2cc(Cl)ccc21,,0,False,0,unlabeled_class_0,0.7217307657699246,76.69,2.0,-0.3770168870065494,4.0,28.507933793982303,76.69,14.291479626587346,10.006437125691182,29.498049703610356,-47.100228239482064,65.0265683617391,119.90825112591722
1725,N#Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,,0,False,0,unlabeled_class_0,0.6060509089489899,74.07,1.0,-0.1851018892242404,6.0,24.17721209740064,74.07,4.736862953800049,10.05365155780638,54.490062900128684,-30.785609242676397,53.29796363832121,34.76796042038927
1726,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,,0,False,2,unlabeled_class_0,0.5453524152708782,50.5,1.0,-0.1855087943488447,5.0,20.85707974720179,75.8,5.106527394840706,14.90634685654166,42.28942913708978,-33.4956242930113,55.20265892630346,55.39708231667892
1727,[H]/N=C(/N)c1ccc(-c2ccccc2[N+](=O)[O-])o1,,0,False,1,unlabeled_class_0,0.8483958580264204,106.15,3.0,-0.3763452570463881,4.0,28.60662986426552,106.15,10.75230406419922,10.150818414215532,10.75893083457494,-41.87596681691924,60.50706835606566,137.4573917203176
1728,[H]/N=C(\N=O)c1[nH][nH]c2ccccc2n(Cc2ccccc2)c1O,,0,False,2,unlabeled_class_0,1.0088682399550035,110.01999999999998,2.0,-0.4962262459000013,3.0,31.174820433490325,110.01999999999998,6.518369473168907,9.67362704263206,25.70661044499141,-32.969785712949275,60.265729237075305,81.7568074628418
1729,[H]/N=C1/SCCN1c1ccc(Cl)cc1N,,0,False,2,unlabeled_class_0,0.4972798706535282,53.11,0.0,-0.347797215030631,3.0,20.45676610921118,78.41,1.4118420783282006,10.633577208012662,17.465261782237413,-26.23271273877822,40.30847276063911,46.67859731461801
1730,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,,0,False,3,unlabeled_class_0,0.7353880482483033,66.64,2.0,-0.3663047766052741,4.0,23.454050145376584,66.64,13.979489415818463,10.633577208012662,59.75295141936361,-33.45308376648212,55.63303894635021,116.89658225677202
1731,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1,,0,False,3,unlabeled_class_0,0.7252302981676212,52.81,1.0,-0.3390602169968214,4.0,24.398291261786227,52.81,4.794537184071822,15.533486938863138,60.514462878911246,-26.550106326561043,52.230782558018205,51.74854845736447
1732,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1,,0,False,3,unlabeled_class_0,0.7265179755184688,52.81000000000001,1.0,-0.3319923696455618,4.0,23.300729332962742,52.81000000000001,4.794537184071822,15.533486938863138,60.514462878911246,-21.02760003488482,47.53499444240025,45.80774709357984
1733,NC(=O)[C@@H]1CCCCO1,,0,False,2,unlabeled_class_0,0.4965889434700858,52.32000000000001,2.0,-0.3003946893022199,2.0,16.615925803090548,52.32000000000001,9.53140013787187,10.470530430962237,18.618028081612728,-24.24315774246586,38.67903133685113,81.73685662874435
1734,NC(=O)C1c2ccccc2CCc2ccccc21,,0,False,1,unlabeled_class_0,0.3952442584215881,43.09,1.0,-0.242502338615057,1.0,17.257188586861794,43.09,4.794537184071822,5.733667477162185,5.907179729351506,-22.442487496896057,40.62574721664616,48.66301750009588
1735,NC(=O)CN1C(=O)[C@@H](c2ccccc2)c2ccccc21,,0,False,4,unlabeled_class_0,0.6379164467911383,63.400000000000006,2.0,-0.3990842863164105,2.0,24.39171294322885,63.400000000000006,9.589074368143644,10.633577208012662,18.359115864615585,-32.05654230142808,52.6721821120275,96.24172265371998
1736,NC(=O)CN1Cc2ccccc2OC1=O,,0,False,0,unlabeled_class_0,0.8663323299348,72.63,3.0,-0.718863167570811,3.0,26.704220019522733,72.63,14.325937321943693,10.470530430962237,23.445085937052973,-35.38229315342831,55.52986610435336,123.19986097424146
1737,NC(=O)C[S@](=O)C(c1ccccc1)c1ccccc1,,0,False,4,unlabeled_class_0,0.4859727925532371,60.16,2.0,-0.2354381540751356,2.0,21.679400719514405,79.37,9.00343567623629,5.733667477162185,15.868931828262763,-30.537800755691187,50.74475543873158,83.749878090063
1738,NC(=O)N1CC(Oc2cccc(C(F)(F)F)c2)C1,,0,False,3,unlabeled_class_0,1.0136598625963738,55.56,2.0,-0.7183880120960365,2.0,31.753447836119147,55.56,22.702645280896327,15.370440161812713,30.124503442762,-44.84560620930291,64.55449582691976,87.09379668517462
1739,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,,0,False,4,unlabeled_class_0,0.5931803135892363,63.400000000000006,2.0,-0.4675340644105335,2.0,22.26304506285613,63.400000000000006,9.589074368143644,5.733667477162185,11.814359458703011,-32.26300358316525,50.760712178943606,95.48814798811192
1740,NC(=O)NC(=O)Cc1ccccc1,,0,False,1,unlabeled_class_0,0.6206608812767785,72.19,2.0,-0.5541520584024646,2.0,24.048423538125057,72.19,9.589074368143644,5.733667477162185,11.938294241689578,-33.10524157594466,52.25965368388281,120.19476511338766
1741,NC(=O)NCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,,0,False,3,unlabeled_class_0,1.0166710309903222,61.599999999999994,1.0,-0.7033033423926796,3.0,30.079549231385123,61.599999999999994,17.96578232709628,15.950365812018994,50.199562678663995,-41.06528140604879,64.28938479500604,75.83915186896985
1742,NC(=O)OC[C@H](O)COc1ccc(Cl)cc1,,0,False,0,unlabeled_class_0,1.126554614153969,81.78,4.0,-0.7593688453254103,4.0,32.6736314164434,81.78,19.374790486512627,20.313920779602988,30.51749778255326,-38.23956646162229,61.97905244924608,118.6281062002041
1743,NC(=O)OCCCc1ccccc1,,0,False,0,unlabeled_class_0,0.6448760607591829,52.32,2.0,-0.5462009618784021,2.0,21.15472324665752,52.32,9.53140013787187,10.470530430962237,12.700122035451331,-24.96356217447827,46.21472613730694,76.14164643522099
1744,NC(=O)c1ccc(F)c2c1C[C@@H](N(C1CCC1)C1CCC1)CO2,,0,False,1,unlabeled_class_0,0.8018547963971832,55.56,2.0,-0.4102752421431146,3.0,22.55317615610581,55.56,13.921815185546691,10.470530430962237,35.53949391215878,-34.065938257923065,55.0871588531924,112.88983308864192
1745,NC(=O)c1cccnc1,,0,False,4,unlabeled_class_0,0.4210424191534819,55.98,1.0,-0.2779811942732259,2.0,18.48989037487779,55.98,4.794537184071822,5.733667477162185,10.891158250298712,-26.14587921236914,41.71486562610991,94.7105170315279
1746,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,,0,False,3,unlabeled_class_0,0.5993126344794109,73.8,1.0,-0.296565308331125,3.0,25.96389966039812,73.8,13.57536727942146,5.733667477162185,20.901049568452596,-39.03238399037132,57.98509501142685,139.61608204832302
1747,N[C@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3cn[nH]n3)CS[C@H]12)c1ccc(O)cc1,,1,False,3,unlabeled_class_1,1.7824399707278362,174.53,5.0,-1.069765694370596,9.0,50.64017172832876,225.13,24.59666634189688,21.263510870849927,71.22879883505396,-80.38622414005835,120.4364273972108,256.97326554425314
1748,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,,0,False,2,unlabeled_class_0,1.1696510166720495,99.34,3.0,-0.7395309300292829,3.0,28.705390626289763,99.34,15.007591973753234,20.930700787790805,27.20817942772843,-48.65727716167712,75.83243643440314,165.33205528258088
1749,NC(N)=NC[C@H]1COC2(CCCCC2)O1,,1,False,2,unlabeled_class_1,0.7941056398035488,82.86,2.0,-0.5794672513101259,3.0,22.82286917752932,82.86,9.473725907600098,20.94106086192447,31.00227047948823,-23.157081475317487,47.40763271027353,63.35024240830849
1750,NC(N)=NCCCOc1ccccc1,,0,False,2,unlabeled_class_0,0.7913459192446469,73.63,1.0,-0.526001110022703,2.0,25.050280747773225,73.63,4.736862953800049,16.20419790812442,19.111192939169328,-24.039615289694023,50.359210875640855,57.65234195801822
1751,NC(N)=NCCN1CCCCCCC1,,1,False,3,unlabeled_class_1,0.6038435088324203,67.63999999999999,0.0,-0.4330430685567701,2.0,17.90325087008797,67.63999999999999,0.0,16.367244685174846,37.03848992324461,-16.610958200552595,39.51225463328612,44.58212502459392
1752,NC(N)=Nc1nc(-c2ccccc2)cs1,,0,False,3,unlabeled_class_0,0.5997420270541035,77.28999999999999,0.0,-0.5427446451166057,3.0,25.01636334924996,105.53,0.0,11.46733495432437,10.943533089691044,-27.65914830315322,50.137573725661476,50.47836960750125
1753,NC/C(=C/F)CCc1ccc(F)cc1,,0,False,3,unlabeled_class_0,0.2930870166833594,26.02,0.0,-0.1293247302208182,1.0,15.554773784946352,26.02,8.78083009534964,5.733667477162185,6.544756405912575,-26.126062060071497,42.86717232061417,102.68989958897409
1754,N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,,0,False,4,unlabeled_class_0,0.1608485969979123,26.02,0.0,-0.0860909192496751,1.0,7.777069212719553,26.02,0.0,5.733667477162185,5.538925252383345,-6.811825706444673,17.832341167278628,17.47773327499675
1755,[H]/N=C1\NC(=O)[C@@H](c2ccccc2)O1,,0,False,3,unlabeled_class_0,0.7253860028310658,62.18,2.0,-0.5488091884105657,3.0,25.618835650330567,62.18,10.94324221620007,4.736862953800049,11.928859856695684,-34.2476497784272,53.66472225683273,119.5826267681198
1756,NC1=NC(C(F)(F)F)(C(F)(F)F)NC1(C(F)(F)F)C(F)(F)F,,0,False,3,unlabeled_class_0,1.587027596771144,50.41,0.0,-0.780172379394048,3.0,45.29238005030221,50.41,52.68498057209785,5.733667477162185,41.74259914328443,-63.24333364785154,69.28362577584957,27.468065514193185
1757,N[C@@H]1CCC[C@H]1c1ccccc1,,0,False,0,unlabeled_class_0,0.1891980351694293,26.02,0.0,-0.082981813472065,1.0,10.63694985143487,26.02,0.0,5.733667477162185,6.041840829147961,-11.750004632908285,25.08322072406371,20.30155309421287
1758,N[C@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,,0,False,1,unlabeled_class_0,1.32212576380841,101.45,3.0,-0.7033616952488112,5.0,38.898822124728696,101.45,23.07230972193699,15.740104602853368,39.75826449250423,-60.46111539412731,93.15779263839974,262.0558290261449
1759,NC[C@H](O)c1ccc(O)c(O)c1,,1,False,4,unlabeled_class_1,1.0933682808353804,86.71,3.0,-0.630239970301412,4.0,27.50930082667567,86.71,15.319582184522115,21.0532496616843,21.86433859043469,-52.305102505818674,78.65239663695456,173.0544533485742
1760,NC[C@H](O)c1cccc(O)c1,,1,False,4,unlabeled_class_1,0.7285609197281646,66.48,2.0,-0.4087435628758495,3.0,20.977358600031742,66.48,10.213054789681411,15.946722266843596,16.757811195593987,-38.27517589914672,58.46859651460056,121.36681122822088
1761,NC[C@H]1CC(=O)N(Cc2ccccc2)C1,,0,False,1,unlabeled_class_0,0.4371187877819181,46.33,1.0,-0.2231315653802099,2.0,17.34919335419765,46.33,4.794537184071822,10.633577208012662,23.896602272027135,-20.60374907894731,39.30704234572353,60.78680899766046
1762,NCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,,0,False,3,unlabeled_class_0,0.7329144753370003,35.25,1.0,-0.3906094670038591,2.0,24.66322148599972,35.25,17.908108096824506,10.470530430962237,6.544756405912575,-32.69561752819533,50.86558560202747,23.84412432732342
1763,NCCc1cn2ccccc2n1,,1,False,2,unlabeled_class_1,0.3471300133010849,43.32,0.0,-0.1796913841966857,2.0,15.323111827058408,43.32,0.0,10.134362083423978,15.929429533121578,-12.289206050248328,28.68313765950983,34.09976357447347
1764,NCCc1nccs1,,0,False,1,unlabeled_class_0,0.2451159649518353,38.91,0.0,-0.1176569817238501,3.0,13.230810540505006,67.14999999999999,0.0,5.733667477162185,11.528734926859784,-17.96264530320236,31.169973995906595,41.45880916394579
1765,NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,,0,False,1,unlabeled_class_0,0.5621812276972169,72.19,2.0,-0.1999973910821256,3.0,23.996519286390104,82.0,9.35958546900315,4.565048284931329,12.069089756819428,-34.36566731619,54.29241351192364,100.60259593140644
1766,NNCC1CCCCC1,,0,False,3,unlabeled_class_0,0.2253437421628783,38.05,0.0,-0.0441861787321414,2.0,10.30641206878976,38.05,0.0,0.0,6.544756405912575,-9.309597148694364,23.04562604221315,30.1849224614693
1767,NS(=O)(=O)Cc1noc2ccccc12,,0,False,0,unlabeled_class_0,0.4441633327101569,86.19,3.0,-0.1906902430128829,4.0,21.4881266968023,94.57,12.940891921302285,4.523094936973348,13.574460241454382,-33.396090275144346,48.044290829573384,115.5336072004325
1768,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,,1,False,2,unlabeled_class_1,1.203845125563431,122.63,5.0,-0.7381700001579203,5.0,37.64215036506946,131.01,22.73601250029481,14.840466935900384,19.49362966712149,-56.897625278503405,83.79538740138936,206.0018566472509
1769,NS(=O)(=O)c1cc2c(cc1Cl)N[C@H](C(Cl)Cl)NS2(=O)=O,,1,False,1,unlabeled_class_1,0.7021776922517272,118.36,4.0,-0.478408350053118,5.0,33.471492611796066,135.11999999999998,16.835593968657875,5.316788604006331,27.83763927104246,-52.64952503342884,66.83448698998123,167.72006712503708
1770,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,,1,False,0,unlabeled_class_1,0.630417637395824,118.68999999999998,4.0,-0.4339227666113304,5.0,29.792872873944457,135.45,16.835593968657875,5.316788604006331,23.17412933117976,-46.06663902091404,62.220717720993626,99.52586913001328
1771,NS(=O)(=O)c1ccc(C(=O)O)cc1,,0,False,3,unlabeled_class_0,0.7536520446210374,97.46,4.0,-0.5779730400652161,3.0,27.59215571426534,105.84,18.318861563241462,5.106527394840706,19.49362966712149,-46.096826871588576,66.05129652302375,197.1230211179996
1772,NS(=O)(=O)c1ccc(N2C(=O)C[C@H](c3ccccc3)C2=O)c(Cl)c1,,0,False,4,unlabeled_class_0,0.6451348702469731,97.54,4.0,-0.4390597232776956,4.0,28.783828136150746,105.92,18.00687135247258,0.0,20.23215644303195,-48.13935541532258,66.44614729792342,173.30567358289608
